Member_number,Date,itemDescription
1147,2014-03-04,"frozen meals, detergent"
1147,2014-05-01,"soda, whole milk"
1147,2014-11-16,"specialty chocolate, canned fish"
1148,2014-01-31,"root vegetables, soda, long life bakery product"
1148,2014-11-01,"soda, other vegetables"
1148,2015-01-14,"pork, yogurt"
1148,2015-04-15,"yogurt, sausage, whole milk, shopping bags, white bread, dog food, baking powder, sliced cheese"
1148,2015-07-09,"pork, tropical fruit"
1148,2015-09-27,"soda, other vegetables"
1149,2015-08-06,"soda, bottled beer, chicken, yogurt"
1149,2015-12-12,"seasonal products, frozen vegetables, yogurt"
1150,2014-08-29,"pip fruit, berries"
1150,2014-09-06,"long life bakery product, rolls/buns, UHT-milk, bottled water"
1150,2015-05-25,"canned beer, sugar"
1150,2015-12-04,"other vegetables, fruit/vegetable juice"
1151,2014-12-12,"curd, soft cheese"
1151,2015-09-17,"berries, pip fruit, pastry"
1152,2014-12-26,"curd cheese, soda"
1152,2015-03-05,"whole milk, rolls/buns"
1152,2015-04-20,"soda, frozen meals"
1152,2015-07-19,"pork, domestic eggs"
1153,2014-03-28,"tropical fruit, rolls/buns, canned beer, dish cleaner"
1153,2014-08-10,"chewing gum, whole milk, bottled beer, ready soups"
1153,2014-08-19,"chicken, cake bar"
1153,2015-02-18,"butter, ice cream"
1153,2015-10-26,"frankfurter, soft cheese, mustard"
1153,2015-12-08,"whole milk, grapes"
1154,2014-05-15,"female sanitary products, rolls/buns"
1154,2015-04-06,"root vegetables, other vegetables, frozen vegetables"
1154,2015-05-17,"citrus fruit, sausage, whole milk, canned beer"
1155,2015-04-01,"whole milk, sausage, pet care, yogurt"
1155,2015-08-10,"whole milk, house keeping products"
1155,2015-12-27,"frankfurter, brandy"
1156,2015-09-13,"berries, other vegetables"
1157,2014-03-21,"beef, curd, frozen meals"
1157,2014-10-04,"tropical fruit, UHT-milk, napkins, whole milk"
1158,2014-02-19,"whole milk, bottled water"
1158,2015-03-21,"yogurt, citrus fruit"
1158,2015-08-25,"whole milk, cream cheese "
1158,2015-10-17,"rolls/buns, other vegetables, butter, root vegetables"
1159,2014-01-28,"citrus fruit, light bulbs"
1159,2014-02-06,"frozen vegetables, domestic eggs"
1159,2015-06-14,"citrus fruit, soda"
1160,2014-02-04,"yogurt, whole milk"
1160,2014-02-06,"whole milk, root vegetables"
1160,2015-01-24,"shopping bags, frozen meals"
1160,2015-08-21,"domestic eggs, beef, coffee, bottled beer"
1160,2015-09-04,"butter, chewing gum"
1160,2015-11-20,"pip fruit, tropical fruit, mustard"
1161,2014-01-26,"beef, newspapers, bottled beer"
1161,2015-03-14,"other vegetables, yogurt, whole milk, spread cheese"
1162,2014-01-18,"white bread, yogurt"
1162,2014-03-28,"canned beer, berries, male cosmetics, fruit/vegetable juice"
1162,2014-04-05,"misc. beverages, coffee"
1162,2014-08-20,"red/blush wine, salty snack"
1162,2015-08-06,"canned beer, citrus fruit"
1163,2014-03-11,"sausage, bottled water"
1163,2014-04-30,"white bread, frozen vegetables"
1163,2015-12-14,"whole milk, beef, citrus fruit, newspapers, bottled water"
1164,2015-02-01,"other vegetables, sliced cheese"
1164,2015-03-30,"whole milk, root vegetables, canned vegetables"
1165,2014-04-01,"beef, house keeping products"
1165,2014-05-02,"frozen vegetables, whole milk"
1165,2015-04-13,"pork, packaged fruit/vegetables, chocolate"
1165,2015-12-29,"curd, spices"
1166,2014-02-17,"root vegetables, brown bread"
1166,2014-06-03,"bottled water, tropical fruit"
1167,2014-11-01,"rolls/buns, other vegetables"
1167,2015-02-16,"coffee, domestic eggs"
1168,2014-10-31,"sweet spreads, herbs, long life bakery product"
1168,2015-02-11,"bottled beer, whole milk, UHT-milk, chocolate"
1168,2015-03-06,"frankfurter, frozen vegetables"
1169,2014-01-04,"liquor, bottled water"
1169,2014-01-15,"other vegetables, rolls/buns"
1169,2014-01-25,"waffles, whole milk, other vegetables, white bread"
1169,2014-04-15,napkins
1169,2014-05-02,"soda, margarine"
1169,2014-05-29,"finished products, newspapers, whipped/sour cream"
1169,2014-06-05,"napkins, cleaner"
1169,2014-11-01,"soda, detergent"
1169,2014-12-15,"cake bar, bottled beer"
1170,2014-05-22,"whole milk, canned beer"
1170,2014-06-03,"chocolate, shopping bags"
1170,2014-09-13,"pip fruit, whipped/sour cream"
1170,2015-03-19,"whole milk, sparkling wine"
1170,2015-10-09,"citrus fruit, whipped/sour cream"
1170,2015-11-12,"whole milk, turkey, pork, dog food, rolls/buns, soda, bottled water"
1170,2015-12-01,"chicken, pip fruit"
1171,2014-03-01,"soda, whipped/sour cream"
1171,2014-08-04,"other vegetables, soda"
1171,2014-09-04,"brown bread, pasta"
1171,2015-01-15,"specialty chocolate, beverages"
1171,2015-05-05,"bottled water, onions"
1173,2014-04-18,"rolls/buns, margarine"
1173,2014-08-07,"specialty bar, newspapers"
1173,2015-02-07,"bottled beer, fruit/vegetable juice, rolls/buns"
1173,2015-10-22,"hard cheese, rolls/buns"
1174,2014-07-26,"citrus fruit, syrup"
1174,2014-11-19,"baking powder, pickled vegetables"
1174,2014-12-29,"root vegetables, cling film/bags"
1174,2015-01-26,"pip fruit, whipped/sour cream"
1174,2015-02-11,"rolls/buns, soft cheese, fruit/vegetable juice"
1175,2014-01-02,"hamburger meat, other vegetables"
1175,2014-06-28,"citrus fruit, brown bread, specialty chocolate"
1175,2014-09-20,"pasta, oil"
1175,2015-06-10,"whole milk, citrus fruit, shopping bags, white wine, soda, yogurt"
1175,2015-06-30,"bottled water, yogurt, beef, berries, chocolate, butter"
1176,2014-05-09,"tropical fruit, other vegetables"
1176,2014-08-04,"hard cheese, sugar, bottled water"
1176,2014-09-04,"soda, whole milk"
1176,2014-11-21,"frozen potato products, domestic eggs, curd cheese"
1176,2015-03-30,"whole milk, tropical fruit"
1176,2015-08-17,"pastry, other vegetables"
1177,2015-10-14,"rolls/buns, canned beer, brown bread, dessert"
1178,2014-06-15,"tropical fruit, shopping bags"
1178,2015-03-23,"oil, coffee"
1178,2015-04-19,"other vegetables, ice cream, pork, salt"
1178,2015-11-15,"bottled water, chocolate, jam"
1179,2014-06-08,"cereals, soda"
1179,2014-09-11,"chicken, frozen meals, napkins"
1180,2014-02-02,"frozen potato products, whole milk"
1180,2014-08-24,"citrus fruit, white bread"
1181,2014-07-13,"bottled beer, oil, whole milk, dishes"
1181,2014-10-23,"white bread, mayonnaise"
1181,2015-11-16,"sausage, root vegetables"
1182,2014-06-20,"butter, mustard"
1182,2014-09-30,"rolls/buns, red/blush wine"
1182,2014-11-16,"candy, baking powder, canned fish"
1182,2015-01-21,"beef, butter milk"
1182,2015-09-01,"ice cream, hamburger meat, shopping bags, whole milk, soft cheese"
1182,2015-11-29,"hamburger meat, pip fruit"
1183,2015-01-04,"sausage, domestic eggs"
1183,2015-06-12,"sausage, bottled beer, dessert, butter, cream cheese , other vegetables, canned beer, brown bread"
1183,2015-06-29,"root vegetables, ham, butter, brown bread, pastry, spread cheese"
1184,2014-06-24,"beef, whole milk, newspapers"
1184,2015-06-16,"root vegetables, sweet spreads"
1185,2014-08-14,"beef, whole milk, frozen meals"
1185,2014-09-27,"frankfurter, canned beer"
1185,2014-09-28,"ice cream, chewing gum"
1185,2015-08-24,"pip fruit, specialty bar, chocolate"
1186,2014-02-09,"soda, butter"
1186,2014-03-23,"white bread, domestic eggs"
1186,2014-04-17,"soda, detergent"
1186,2015-04-26,"other vegetables, whole milk, canned fruit"
1187,2014-06-08,soda
1187,2014-11-09,"citrus fruit, domestic eggs"
1187,2015-12-12,"other vegetables, onions, shopping bags"
1188,2014-07-04,"butter milk, cleaner, bottled water"
1188,2014-11-21,"other vegetables, bottled beer"
1188,2015-01-09,"whole milk, rolls/buns, soda"
1189,2014-02-23,"tropical fruit, dessert"
1189,2014-07-04,"bottled beer, sliced cheese"
1190,2014-04-24,"hamburger meat, bottled beer"
1190,2014-05-18,"pip fruit, rolls/buns, soda"
1190,2014-06-21,"bottled water, soda"
1190,2014-09-10,"whipped/sour cream, specialty chocolate"
1190,2014-10-27,"canned beer, root vegetables"
1190,2014-11-25,"other vegetables, meat spreads"
1190,2015-06-11,root vegetables
1190,2015-10-27,"sparkling wine, waffles"
1191,2014-03-10,"berries, white bread"
1191,2015-08-08,"hamburger meat, citrus fruit, specialty chocolate, other vegetables"
1192,2014-12-27,"brown bread, pastry"
1192,2015-01-09,"butter, seasonal products, fruit/vegetable juice"
1193,2014-02-16,"soda, shopping bags"
1193,2015-11-12,"citrus fruit, root vegetables"
1194,2014-01-16,"whole milk, bottled water, honey"
1194,2014-02-27,"pip fruit, napkins"
1194,2015-05-13,"butter, coffee, soda, pastry"
1195,2014-08-14,"butter, shopping bags"
1195,2015-09-28,"whole milk, soft cheese"
1195,2015-11-04,"finished products, liquor"
1196,2014-01-20,"pip fruit, shopping bags"
1196,2014-08-15,"domestic eggs, newspapers"
1196,2015-11-27,"mayonnaise, candy, rolls/buns, bottled beer"
1197,2014-03-19,"pip fruit, waffles"
1197,2014-05-03,"whole milk, brown bread"
1197,2014-05-12,"beef, whipped/sour cream"
1197,2015-01-16,"sausage, chocolate"
1197,2015-04-27,"citrus fruit, yogurt"
1197,2015-11-22,"root vegetables, citrus fruit, misc. beverages, sliced cheese, packaged fruit/vegetables, yogurt, whipped/sour cream"
1198,2014-03-22,"citrus fruit, napkins"
1198,2014-07-29,"frozen fish, specialty chocolate"
1198,2015-01-31,"other vegetables, specialty chocolate, newspapers"
1199,2014-03-23,"grapes, rolls/buns"
1199,2015-11-09,"beverages, sausage"
1199,2015-11-21,"rolls/buns, whole milk, white bread, popcorn"
1199,2015-12-10,"sugar, canned vegetables, flour, bottled water, salty snack"
1200,2014-02-27,"brown bread, detergent"
1200,2015-08-08,"citrus fruit, root vegetables"
1200,2015-09-26,"candy, dessert, rolls/buns, canned fish"
1201,2014-10-24,"candles, whole milk"
1201,2014-11-24,"misc. beverages, coffee"
1202,2014-04-21,"coffee, oil"
1202,2014-07-29,"yogurt, roll products "
1202,2015-04-22,"yogurt, rolls/buns"
1202,2015-07-22,"soda, curd cheese, root vegetables, semi-finished bread"
1204,2014-01-12,"softener, chocolate"
1204,2014-04-13,"soda, beverages"
1204,2014-05-18,"root vegetables, yogurt"
1204,2014-05-25,"whole milk, waffles"
1204,2014-06-23,"rolls/buns, pastry"
1204,2015-04-11,"grapes, chicken, bottled beer, root vegetables"
1204,2015-07-23,"sliced cheese, pip fruit"
1205,2014-04-30,"whole milk, oil"
1205,2014-08-12,"white bread, bottled water, ready soups, curd"
1205,2015-03-14,"yogurt, whole milk, chewing gum"
1206,2014-02-03,"tropical fruit, hygiene articles, candles"
1206,2015-01-02,"sausage, cat food"
1206,2015-05-15,"pastry, sausage, soda, rolls/buns, sugar, other vegetables, whole milk, softener"
1207,2014-04-28,"ham, pickled vegetables, shopping bags"
1207,2014-12-09,"whole milk, yogurt, semi-finished bread"
1207,2015-11-14,"frankfurter, whole milk"
1208,2014-08-03,"soft cheese, bottled water"
1208,2014-10-25,"pork, beef, yogurt"
1208,2015-08-21,"rolls/buns, frozen meals"
1208,2015-08-24,"shopping bags, misc. beverages"
1208,2015-12-16,"tropical fruit, butter milk"
1209,2014-03-05,"yogurt, shopping bags"
1209,2014-08-26,"ham, brown bread"
1209,2014-11-01,"sausage, dessert"
1209,2014-11-11,"fruit/vegetable juice, long life bakery product, specialty cheese"
1211,2014-11-09,"butter, margarine"
1211,2014-12-12,"finished products, domestic eggs"
1211,2014-12-13,"specialty bar, whole milk"
1211,2015-03-10,"frankfurter, butter, specialty bar, yogurt"
1211,2015-04-19,"UHT-milk, other vegetables"
1211,2015-05-24,"rolls/buns, tropical fruit, salty snack, specialty bar"
1212,2014-05-25,"beef, domestic eggs"
1212,2014-06-03,"tropical fruit, salt"
1212,2015-06-19,"tropical fruit, cat food"
1212,2015-07-31,"root vegetables, other vegetables"
1213,2015-02-07,"domestic eggs, fruit/vegetable juice"
1213,2015-03-03,"chicken, beef, pork, newspapers, dessert, margarine, brown bread"
1213,2015-09-14,"citrus fruit, bottled beer"
1214,2014-07-08,"syrup, waffles"
1214,2015-01-10,"meat, chicken, yogurt, pip fruit"
1215,2014-04-28,"sauces, yogurt"
1215,2014-07-30,"grapes, root vegetables, shopping bags"
1215,2015-01-18,"pip fruit, other vegetables, semi-finished bread, sliced cheese"
1216,2014-02-07,"citrus fruit, long life bakery product"
1216,2015-03-04,"turkey, onions"
1216,2015-06-19,"canned beer, brown bread"
1216,2015-08-25,"whole milk, soda, root vegetables, pastry, specialty fat, bottled water, napkins, tropical fruit"
1217,2014-07-21,"whole milk, sugar"
1217,2014-12-03,"citrus fruit, grapes, bottled water"
1217,2015-02-18,"whole milk, dog food, pastry"
1218,2014-05-08,citrus fruit
1218,2014-05-28,"meat, cling film/bags, curd"
1218,2014-09-07,"pork, frozen meals"
1218,2015-06-13,"other vegetables, fruit/vegetable juice"
1218,2015-07-05,"whole milk, sausage, yogurt, butter"
1218,2015-08-20,"tropical fruit, rolls/buns, frozen fish"
1218,2015-12-29,"tropical fruit, meat, whole milk, candles"
1219,2014-07-03,"red/blush wine, instant coffee"
1219,2014-10-02,"canned beer, brown bread"
1220,2014-11-16,"sausage, pasta"
1220,2015-01-01,"canned beer, margarine, chocolate"
1220,2015-02-09,"rolls/buns, specialty chocolate, napkins, onions, rice, butter milk, dental care"
1220,2015-09-08,"pastry, waffles"
1220,2015-12-29,"frankfurter, ice cream"
1221,2014-11-15,"sugar, bottled water"
1222,2015-08-07,"canned beer, coffee"
1222,2015-09-24,"condensed milk, onions"
1223,2014-09-05,"citrus fruit, butter, UHT-milk"
1223,2014-09-20,"packaged fruit/vegetables, flour"
1223,2014-11-18,"citrus fruit, semi-finished bread, yogurt"
1223,2015-11-30,"ham, rum"
1224,2014-08-31,"UHT-milk, cooking chocolate"
1224,2014-09-20,"sausage, specialty chocolate"
1225,2014-03-03,"whole milk, curd"
1225,2014-09-02,"pastry, rolls/buns"
1225,2014-10-03,"white bread, jam"
1225,2014-11-29,"butter milk, soda, seasonal products"
1225,2015-02-26,"shopping bags, whole milk, detergent, flour"
1225,2015-03-26,"dessert, sliced cheese, bottled beer, other vegetables"
1225,2015-05-20,"photo/film, brown bread"
1226,2015-04-13,"hard cheese, pastry"
1226,2015-11-12,"beef, citrus fruit, specialty bar, white bread, soda, vinegar, long life bakery product, domestic eggs"
1227,2014-05-08,"yogurt, whipped/sour cream"
1228,2015-02-23,"photo/film, beverages, bottled beer"
1229,2014-07-26,"mustard, brown bread"
1229,2014-09-03,"beef, white bread, frozen potato products"
1229,2015-03-20,"ham, whipped/sour cream, newspapers"
1230,2014-03-16,"canned beer, sliced cheese"
1230,2014-12-17,"soda, canned beer"
1230,2015-01-27,"soda, butter milk"
1230,2015-04-06,"whole milk, other vegetables"
1230,2015-05-19,"ham, domestic eggs"
1230,2015-11-19,"frankfurter, pastry, misc. beverages"
1231,2014-09-29,"yogurt, margarine"
1231,2014-11-23,"hard cheese, soda"
1231,2015-01-27,"ice cream, onions"
1231,2015-05-20,"white wine, photo/film, whipped/sour cream"
1231,2015-06-28,"grapes, detergent"
1231,2015-10-14,"sausage, root vegetables"
1231,2015-10-27,"pork, sliced cheese, flour"
1232,2014-08-08,"pasta, canned beer"
1232,2015-01-21,"rolls/buns, bottled beer"
1232,2015-07-01,"butter, grapes, bottled water"
1233,2014-04-07,"UHT-milk, curd"
1233,2014-06-09,"whipped/sour cream, shopping bags"
1233,2014-08-28,"other vegetables, rolls/buns"
1233,2015-03-20,"rolls/buns, whipped/sour cream, waffles, margarine, soda, salty snack, canned beer"
1233,2015-07-31,"chicken, whole milk"
1233,2015-08-13,"butter milk, other vegetables"
1234,2014-03-16,"root vegetables, margarine, bottled water"
1234,2014-04-14,"yogurt, shopping bags, coffee"
1234,2014-05-12,"curd, pastry"
1234,2015-11-20,"salty snack, root vegetables"
1235,2014-05-26,"butter, roll products "
1235,2014-06-14,"canned beer, bottled beer"
1235,2014-06-25,"other vegetables, curd, abrasive cleaner"
1235,2014-10-04,"condensed milk, other vegetables"
1235,2014-11-01,"bottled water, soda"
1235,2014-11-05,"dog food, processed cheese"
1235,2015-01-01,"sausage, bottled beer, spread cheese"
1235,2015-05-29,"shopping bags, waffles"
1236,2014-06-27,"newspapers, pip fruit, dishes"
1236,2015-05-11,"whole milk, cling film/bags"
1237,2014-01-25,"butter milk, hard cheese"
1237,2014-02-22,"cleaner, misc. beverages"
1237,2014-03-12,"citrus fruit, other vegetables"
1237,2014-06-22,"pork, other vegetables, cream cheese "
1237,2014-10-16,"beverages, sugar"
1237,2015-03-08,"rolls/buns, hard cheese"
1237,2015-04-09,"ham, whole milk, other vegetables, soda, white bread, tropical fruit, sugar"
1238,2015-03-01,"frankfurter, margarine"
1239,2014-04-18,"meat, soda"
1239,2014-08-02,"roll products , waffles"
1239,2015-01-24,"condensed milk, whole milk"
1239,2015-03-22,"sausage, processed cheese"
1239,2015-07-02,"whipped/sour cream, yogurt"
1239,2015-07-25,"finished products, yogurt, bottled beer, bottled water"
1239,2015-08-31,"brown bread, tropical fruit"
1240,2014-07-15,"onions, hard cheese"
1240,2014-11-27,"soda, shopping bags"
1240,2015-04-14,"frozen vegetables, sausage, whole milk, rolls/buns, other vegetables, oil, frozen fish, baking powder"
1241,2014-01-03,"oil, margarine"
1241,2014-01-11,"whole milk, specialty cheese"
1241,2014-08-14,"specialty chocolate, pasta, soda, long life bakery product"
1241,2015-05-22,"meat, other vegetables, pasta"
1242,2014-12-16,"butter, chocolate"
1242,2015-04-04,"citrus fruit, other vegetables"
1242,2015-05-18,"sausage, frozen meals"
1242,2015-12-04,"sausage, dog food, bottled beer, bottled water"
1242,2015-12-13,"beverages, sugar, pasta, domestic eggs"
1242,2015-12-14,"shopping bags, tropical fruit"
1243,2014-01-08,"soda, cling film/bags"
1244,2014-09-07,"UHT-milk, soft cheese"
1244,2014-11-24,"candy, soda"
1244,2014-11-25,"rolls/buns, salty snack, bottled water, shopping bags"
1245,2014-07-12,"onions, soft cheese"
1245,2014-09-27,"coffee, white bread"
1245,2015-03-02,"dessert, condensed milk, rolls/buns, shopping bags"
1245,2015-06-27,"soda, canned fruit, processed cheese, shopping bags"
1245,2015-09-24,"grapes, other vegetables"
1245,2015-10-08,"tropical fruit, rolls/buns"
1245,2015-12-04,"turkey, shopping bags"
1246,2014-03-03,"whipped/sour cream, yogurt"
1246,2014-05-02,"yogurt, canned beer"
1246,2014-06-13,"tropical fruit, berries"
1246,2014-12-29,"other vegetables, UHT-milk"
1247,2014-06-08,"butter, candy"
1247,2014-10-04,"frozen vegetables, other vegetables"
1248,2014-02-01,"chicken, butter"
1248,2014-03-25,margarine
1248,2014-05-08,"citrus fruit, skin care"
1248,2014-05-09,"root vegetables, frozen vegetables"
1248,2014-07-24,"dessert, packaged fruit/vegetables"
1248,2014-08-14,"tropical fruit, pip fruit"
1248,2015-08-25,"beef, curd"
1248,2015-12-15,"frankfurter, whole milk"
1249,2014-01-01,"citrus fruit, coffee"
1249,2014-10-11,"soda, frozen meals, bottled beer"
1250,2014-10-08,"other vegetables, chewing gum"
1251,2015-11-26,"canned beer, dessert, fruit/vegetable juice"
